HR,COLOR,VMAG,GLON,GLAT
5028,ffffffff,1,-129.42,25.79
5029,ffffffff,1,-128.17,15.69
5030,ffffffff,1,-125.37,-9.42
5031,ffffffff,1,-140.32,64.82
5032,ffffffff,1,79.91,75.67
5033,ffffffff,1,-132.61,42.82
5034,ffffffff,1,-126.7,1.67
5035,ffffffff,1,-126.71,1.65
5036,ffffffff,1,-127.73,10.4
5037,ffffffff,1,-140.35,63.93
5038,ffffffff,1,-128.36,14.6
5039,ffffffff,1,-128.31,13.98
5040,ffffffff,1,-142.72,66.84
5041,ffffffff,1,-126.42,-1.88
5042,ffffffff,1,-125.17,-12.16
5043,ffffffff,1,-130.53,29.21
5044,ffffffff,1,-133.5,44.49
5045,ffffffff,1,75.3,72.12
5046,ffffffff,1,-128.29,12.71
5047,ffffffff,1,-137.64,57.03
5048,ffffffff,1,-126.56,-1.85
5049,ffffffff,1,-125.8,-7.95
5050,ffffffff,1,-138.08,56.73
5051,ffffffff,1,-125.34,-11.99
5052,ffffffff,1,89.75,77.95
5053,ffffffff,1,-152.35,73.39
5054,ffffffff,1,66.89,61.58
5055,ffffffff,1,66.89,61.58
5056,ffffffff,1,-136.11,50.84
5057,ffffffff,1,168.52,81.73
5058,ffffffff,1,-130.14,22.63
5059,ffffffff,1,-140.78,60.47
5060,ffffffff,1,-130.04,20.88
5061,ffffffff,1,-128.91,13.31
5062,ffffffff,1,67.23,61.47
5063,ffffffff,1,-128.92,13.07
5064,ffffffff,1,-136.18,49.25
5065,ffffffff,1,-130.31,22.2
5066,ffffffff,1,-126.19,-6.99
5067,ffffffff,1,74.86,69.88
5068,ffffffff,1,-135.45,46.02
5069,ffffffff,1,-126.95,-2.1
5070,ffffffff,1,63.59,53.43
5071,ffffffff,1,-128.99,11.26
5072,ffffffff,1,-157.69,74.11
5073,ffffffff,1,60.73,44.49
5074,ffffffff,1,63.23,51.96
5075,ffffffff,1,63.25,51.98
5076,ffffffff,1,69.51,63.49
5077,ffffffff,1,84.01,74.4
5078,ffffffff,1,-142.16,60.09
5079,ffffffff,1,71.23,65.52
5080,ffffffff,1,-134.22,38.75
5081,ffffffff,1,-153.33,71.42
5082,ffffffff,1,-125.25,-14.88
5083,ffffffff,1,71.32,65.36
5084,ffffffff,1,-123.91,-23.01
5085,ffffffff,1,65.48,56.57
5086,ffffffff,1,-149.33,68.05
5087,ffffffff,1,-148.11,66.98
5088,ffffffff,1,-140.03,55.1
5089,ffffffff,1,-131.22,22.83
5090,ffffffff,1,-133.6,33.93
5091,ffffffff,1,59.29,38.33
5092,ffffffff,1,-131.62,23.79
5093,ffffffff,1,-127.27,-3.12
5094,ffffffff,1,-136.15,43.1
5095,ffffffff,1,-140.78,55.21
5096,ffffffff,1,83.03,72.96
5097,ffffffff,1,-133.74,33.31
5098,ffffffff,1,-133.54,32.46
5099,ffffffff,1,-137.47,46.34
5100,ffffffff,1,-139.44,51.37
5101,ffffffff,1,-140.76,54.23
5102,ffffffff,1,161.39,80.28
5103,ffffffff,1,-130.29,13.98
5104,ffffffff,1,-133.24,28.69
5105,ffffffff,1,-148.27,64.41
5106,ffffffff,1,-138.87,48.32
5107,ffffffff,1,-145.25,60.39
5108,ffffffff,1,91.93,75.29
5109,ffffffff,1,69.51,60.74
5110,ffffffff,1,96.67,76.41
5111,ffffffff,1,-142.71,55.77
5112,ffffffff,1,75.01,66.59
5113,ffffffff,1,-128.33,0.7
5114,ffffffff,1,-156.59,70.14
5115,ffffffff,1,-125.94,-13.09
5116,ffffffff,1,81.52,70.79
5117,ffffffff,1,-133.47,27.47
5118,ffffffff,1,-131.52,17.97
5119,ffffffff,1,-126.91,-7.94
5120,ffffffff,1,-135.38,35.28
5121,ffffffff,1,-131.13,15.71
5122,ffffffff,1,-129.03,3.9
5123,ffffffff,1,158.32,79.45
5124,ffffffff,1,-129.26,4.67
5125,ffffffff,1,-126.94,-8.3
5126,ffffffff,1,75.32,66.01
5127,ffffffff,1,101.04,76.61
5128,ffffffff,1,-135.08,32.19
5129,ffffffff,1,-165.58,73.18
5130,ffffffff,1,-128.14,-2.2
5131,ffffffff,1,60.35,40.3
5132,ffffffff,1,-130.19,8.72
5133,ffffffff,1,74.44,64.82
5134,ffffffff,1,-130.89,12.17
5135,ffffffff,1,-132.92,22.19
5136,ffffffff,1,-132.88,21.88
5137,ffffffff,1,-176.46,75.91
5138,ffffffff,1,-159.9,70.08
5139,ffffffff,1,62.28,45.42
5140,ffffffff,1,-129.46,3.44
5141,ffffffff,1,-130.25,7.6
5142,ffffffff,1,72.96,62.7
5143,ffffffff,1,124.17,78.65
5144,ffffffff,1,176.92,76.64
5145,ffffffff,1,139.32,79.06
5146,ffffffff,1,-137.55,38
5147,ffffffff,1,-134.8,28.11
5148,ffffffff,1,75.54,64.82
5149,ffffffff,1,166.74,77.84
5150,ffffffff,1,-143.42,52.16
5151,ffffffff,1,-129.98,5.4
5152,ffffffff,1,-131.19,11.25
5153,ffffffff,1,69.82,58.69
5154,ffffffff,1,71.82,61.01
5155,ffffffff,1,-133.2,20.44
5156,ffffffff,1,-157.96,67.74
5157,ffffffff,1,-133.2,19.76
5158,ffffffff,1,-131.35,10.99
5159,ffffffff,1,-152.78,63.38
5160,ffffffff,1,89.51,72.09
5161,ffffffff,1,108.29,76.51
5162,ffffffff,1,65.58,51.47
5163,ffffffff,1,-146.12,54.99
5164,ffffffff,1,164.68,77.35
5165,ffffffff,1,-141.03,44.82
5166,ffffffff,1,-137.81,35.83
5167,ffffffff,1,-137.84,35.18
5168,ffffffff,1,-135.86,28.46
5169,ffffffff,1,75.09,63.19
5170,ffffffff,1,-141.56,45.14
5171,ffffffff,1,-129.3,-0.41
5172,ffffffff,1,-131.63,10.5
5173,ffffffff,1,-143.16,48.29
5174,ffffffff,1,-135.28,25.29
5175,ffffffff,1,-132.02,11.63
5176,ffffffff,1,-132.04,11.55
5177,ffffffff,1,72.03,59.66
5178,ffffffff,1,-144.99,50.76
5179,ffffffff,1,92.48,72.06
5180,ffffffff,1,98.89,73.84
5181,ffffffff,1,-141.28,43.01
5182,ffffffff,1,150.52,77.55
5183,ffffffff,1,-157.86,65.38
5184,ffffffff,1,60.44,38.73
5185,ffffffff,1,-178.95,73.88
5186,ffffffff,1,99.1,73.71
5187,ffffffff,1,73.62,60.89
5188,ffffffff,1,-125.09,-20.06
5189,ffffffff,1,-135.87,25.72
5190,ffffffff,1,-134.41,19.89
5191,ffffffff,1,79.31,65.32
5192,ffffffff,1,-136.32,26.91
5193,ffffffff,1,-134.24,19.12
5194,ffffffff,1,-128.23,-7.15
5195,ffffffff,1,125.65,76.88
5196,ffffffff,1,-141.93,42.57
5197,ffffffff,1,-138.07,32.06
5198,ffffffff,1,-135.03,21.58
5199,ffffffff,1,97.34,72.77
5200,ffffffff,1,-175.81,72.4
5201,ffffffff,1,167.75,75.49
5202,ffffffff,1,-141.42,40.84
5203,ffffffff,1,58.99,34.18
5204,ffffffff,1,105.86,74.42
5205,ffffffff,1,-158.54,64.21
5206,ffffffff,1,-133.53,14.73
5207,ffffffff,1,-132.14,8.97
5208,ffffffff,1,-136.24,24.88
5209,ffffffff,1,-139.96,36.49
5210,ffffffff,1,-137.28,28.19
5211,ffffffff,1,-137.28,28.19
5212,ffffffff,1,-137.74,29.5
5213,ffffffff,1,68.94,54.27
5214,ffffffff,1,112.5,75.13
5215,ffffffff,1,112.9,75.16
5216,ffffffff,1,71.17,56.94
5217,ffffffff,1,-132.25,8.37
5218,ffffffff,1,-128.92,-5.52
5219,ffffffff,1,113.9,75.14
5220,ffffffff,1,-169.54,69.32
5221,ffffffff,1,-137.93,29.14
5222,ffffffff,1,-136.88,25.52
5223,ffffffff,1,-133.84,14.42
5224,ffffffff,1,-137.06,25.84
5225,ffffffff,1,176.7,73.05
5226,ffffffff,1,67.23,51.21
5227,ffffffff,1,65.21,47.86
5228,ffffffff,1,-139.27,32.3
5229,ffffffff,1,137.12,76.28
5230,ffffffff,1,-132.77,9.49
5231,ffffffff,1,-134.07,14.19
5232,ffffffff,1,-153.47,57.57
5233,ffffffff,1,-148.8,51.59
5234,ffffffff,1,-132.44,7.54
5235,ffffffff,1,174.7,73.03
5236,ffffffff,1,-132.32,6.98
5237,ffffffff,1,-138.73,29.61
5238,ffffffff,1,76.24,61.01
5239,ffffffff,1,-134.39,14.83
5240,ffffffff,1,-126.44,-16.19
5241,ffffffff,1,-130.19,-1.75
5242,ffffffff,1,-129.74,-3.82
5243,ffffffff,1,-175.12,70.09
5244,ffffffff,1,-156.53,59.61
5245,ffffffff,1,123.97,75.11
5246,ffffffff,1,-142.14,37.37
5247,ffffffff,1,141.88,75.54
5248,ffffffff,1,-135.98,19.07
5249,ffffffff,1,-135.29,16.45
5250,ffffffff,1,-141.66,35.45
5251,ffffffff,1,-133.86,11.06
5252,ffffffff,1,-131.06,0.3
5253,ffffffff,1,-129.85,-4.33
5254,ffffffff,1,-177.75,69.98
5255,ffffffff,1,162.98,73.78
5256,ffffffff,1,70.39,53.9
5257,ffffffff,1,-142.04,35.31
5258,ffffffff,1,-153.84,55.17
5259,ffffffff,1,-137.12,20.72
5260,ffffffff,1,-135.6,15.53
5261,ffffffff,1,-127.22,-14.54
5262,ffffffff,1,-168.38,65.4
5263,ffffffff,1,142.1,74.51
5264,ffffffff,1,-159.22,59.38
5265,ffffffff,1,-141.7,32.84
5266,ffffffff,1,-132.87,5.26
5267,ffffffff,1,-131.77,1.25
5268,ffffffff,1,-140.29,28.76
5269,ffffffff,1,-137.16,19.45
5270,ffffffff,1,-170.17,65.8
5271,ffffffff,1,89.44,66.67
5272,ffffffff,1,-144.15,37.45
5273,ffffffff,1,-172.46,66.45
5274,ffffffff,1,-167.39,64
5275,ffffffff,1,-163.99,61.85
5276,ffffffff,1,-154.07,53.03
5277,ffffffff,1,-147.95,44.32
5278,ffffffff,1,-133.63,6.65
5279,ffffffff,1,-128,-12.75
5280,ffffffff,1,81.89,62.57
5281,ffffffff,1,-132.26,1.79
5282,ffffffff,1,66.37,47.16
5283,ffffffff,1,-161.25,59.61
5284,ffffffff,1,-147.46,42.99
5285,ffffffff,1,-137.73,19.54
5286,ffffffff,1,-137.15,17.71
5287,ffffffff,1,-143,33.25
5288,ffffffff,1,-139.46,24.08
5289,ffffffff,1,-131.46,-1.62
5290,ffffffff,1,-152.12,49.24
5291,ffffffff,1,69.48,50.96
5292,ffffffff,1,-132.7,2.12
5293,ffffffff,1,-129.55,-8.46
5294,ffffffff,1,-137.52,17.2
5295,ffffffff,1,-129.77,-7.91
5296,ffffffff,1,-135.12,9.51
5297,ffffffff,1,-134.58,7.65
5298,ffffffff,1,-152.2,48.08
5299,ffffffff,1,94.74,67.26
5300,ffffffff,1,85.42,63.23
5301,ffffffff,1,-149.16,42.49
5302,ffffffff,1,74.25,55.14
5303,ffffffff,1,-126.43,-18.73
5304,ffffffff,1,149.18,72.18
5305,ffffffff,1,63.66,41.55
5306,ffffffff,1,-127.57,-15.57
5307,ffffffff,1,-162.99,57.87
5308,ffffffff,1,-134.98,7.28
5309,ffffffff,1,-145.54,34.93
5310,ffffffff,1,125.64,71.95
5311,ffffffff,1,-134.73,6.35
5312,ffffffff,1,-144.34,32.21
5313,ffffffff,1,-164.43,58.61
5314,ffffffff,1,-144.74,32.77
5315,ffffffff,1,-153.51,47.7
5316,ffffffff,1,-134.13,3.96
5317,ffffffff,1,-161.52,55.74
5318,ffffffff,1,-139.14,18.4
5319,ffffffff,1,-135.33,7.33
5320,ffffffff,1,-131.26,-5.1
5321,ffffffff,1,62.33,38.78
5322,ffffffff,1,-157.22,51.32
5323,ffffffff,1,179.22,66.03
5324,ffffffff,1,-144.02,30.14
5325,ffffffff,1,-138.2,15.36
5326,ffffffff,1,-133.42,1.21
5327,ffffffff,1,-125.94,-20.53
5328,ffffffff,1,83.54,60.92
5329,ffffffff,1,83.54,60.91
5330,ffffffff,1,-176,64
5331,ffffffff,1,-166.51,58.96
5332,ffffffff,1,-149.44,40.31
5333,ffffffff,1,158.05,70.38
5334,ffffffff,1,67.12,46.09
5335,ffffffff,1,101.48,67.73
5336,ffffffff,1,-126.93,-17.95
5337,ffffffff,1,-142.67,26.36
5338,ffffffff,1,-157.75,51.07
5339,ffffffff,1,-125.68,-21.31
5340,ffffffff,1,164.86,69.11
5341,ffffffff,1,-157.36,50.49
5342,ffffffff,1,-160.32,53.39
5343,ffffffff,1,165.51,68.9
5344,ffffffff,1,-149.69,39.8
5345,ffffffff,1,83,60.16
5346,ffffffff,1,162.3,69.32
5347,ffffffff,1,106.06,68.33
5348,ffffffff,1,-143.14,26.22
5349,ffffffff,1,-133.35,-0.2
5350,ffffffff,1,84.77,60.96
5351,ffffffff,1,93.03,64.67
5352,ffffffff,1,173.39,66.76
5353,ffffffff,1,-157.18,49.49
5354,ffffffff,1,-138.48,14.14
5355,ffffffff,1,-150.06,39.52
5356,ffffffff,1,-146.53,33.01
5357,ffffffff,1,-141.83,22.62
5358,ffffffff,1,-135.05,4.38
5359,ffffffff,1,-153.4,44.25
5360,ffffffff,1,85.13,60.88
5361,ffffffff,1,117.27,69.76
5362,ffffffff,1,-139.69,16.91
5363,ffffffff,1,90.17,63.2
5364,ffffffff,1,-139.01,14.88
5365,ffffffff,1,177.24,65.08
5366,ffffffff,1,-162.25,53.74
5367,ffffffff,1,-141.72,21.71
5368,ffffffff,1,-164.97,55.88
5369,ffffffff,1,109.02,68.36
5370,ffffffff,1,170.41,66.86
5371,ffffffff,1,-134.64,2.33
5372,ffffffff,1,80.95,58.02
5373,ffffffff,1,109.15,68.19
5374,ffffffff,1,132.16,70.32
5375,ffffffff,1,-138.2,11.83
5376,ffffffff,1,-143.33,24.46
5377,ffffffff,1,-137.43,9.5
5378,ffffffff,1,-141.57,20.02
5379,ffffffff,1,-131.48,-6.89
5380,ffffffff,1,-136.64,7.22
5381,ffffffff,1,-146.6,30.87
5382,ffffffff,1,-132.26,-5.02
5383,ffffffff,1,-155.82,45.2
5384,ffffffff,1,-167.17,56.02
5385,ffffffff,1,-176.56,61.33
5386,ffffffff,1,-176.56,61.33
5387,ffffffff,1,146.86,69.39
5388,ffffffff,1,-176.48,61.08
5389,ffffffff,1,-128.6,-14.95
5390,ffffffff,1,-148.45,33.4
5391,ffffffff,1,-132.52,-4.75
5392,ffffffff,1,-173.1,59.33
5393,ffffffff,1,-156.23,45.09
5394,ffffffff,1,-176.35,60.92
5395,ffffffff,1,-139.92,14.5
5396,ffffffff,1,-139.87,14.35
5397,ffffffff,1,-151.22,37.68
5398,ffffffff,1,-141.06,17.19
5399,ffffffff,1,-147.67,31.45
5400,ffffffff,1,-142.14,19.41
5401,ffffffff,1,-139.75,13.59
5402,ffffffff,1,111.33,67.34
5403,ffffffff,1,-135.11,1.35
5404,ffffffff,1,86.16,59.65
5405,ffffffff,1,161.94,66.82
5406,ffffffff,1,-161.39,49.45
5407,ffffffff,1,-146.95,28.83
5408,ffffffff,1,-132.2,-6.66
5409,ffffffff,1,-165.22,52.51
5410,ffffffff,1,-161.13,48.62
5411,ffffffff,1,105.74,65.88
5412,ffffffff,1,-140.55,14.15
5413,ffffffff,1,-138.95,10.25
5414,ffffffff,1,138.31,68.52
5415,ffffffff,1,138.31,68.51
5416,ffffffff,1,117.21,67.57
5417,ffffffff,1,-142.51,18.21
5418,ffffffff,1,-168.95,54.66
5419,ffffffff,1,-143.38,20.01
5420,ffffffff,1,89.84,60.64
5421,ffffffff,1,-136.44,3.31
5422,ffffffff,1,128.85,68.13
5423,ffffffff,1,104.54,65.16
5424,ffffffff,1,-173.97,57.44
5425,ffffffff,1,-138.93,9.25
5426,ffffffff,1,-137.3,5
5427,ffffffff,1,-138.19,7.14
5428,ffffffff,1,-147.47,27.27
5429,ffffffff,1,132.71,67.8
5430,ffffffff,1,64.61,39.99
5431,ffffffff,1,-142.56,16.83
5432,ffffffff,1,-135.57,0.28
5433,ffffffff,1,142.42,67.54
5434,ffffffff,1,153.49,66.57
5435,ffffffff,1,112.74,66.17
5436,ffffffff,1,74.39,50.47
5437,ffffffff,1,77.42,52.76
5438,ffffffff,1,-153.37,36.25
5439,ffffffff,1,-143.05,17.25
5440,ffffffff,1,-142.77,16.67
5441,ffffffff,1,116.11,66.37
5442,ffffffff,1,83.01,56.34
5443,ffffffff,1,-132.69,-7.1
5444,ffffffff,1,-141.2,12.87
5445,ffffffff,1,127.18,67.13
5446,ffffffff,1,-144.04,18.93
5447,ffffffff,1,134.38,67.2
5448,ffffffff,1,117.09,66.22
5449,ffffffff,1,-143.84,18.35
5450,ffffffff,1,-141.41,12.9
5451,ffffffff,1,81.31,54.95
5452,ffffffff,1,91.85,60.21
5453,ffffffff,1,-140.13,9.86
5454,ffffffff,1,150.56,66.05
5455,ffffffff,1,-159.35,42.97
5456,ffffffff,1,-144.76,19.51
5457,ffffffff,1,-141.52,12.36
5458,ffffffff,1,-140.52,10.1
5459,ffffffff,1,-135.78,-0.71
5460,ffffffff,1,-135.78,-0.71
5461,ffffffff,1,-137.63,3.29
5462,ffffffff,1,161.19,63.9
5463,ffffffff,1,-134.34,-4.59
5464,ffffffff,1,102.57,62.89
5465,ffffffff,1,-136.91,1.23
5466,ffffffff,1,-146.5,21.67
5467,ffffffff,1,85.83,56.73
5468,ffffffff,1,101.24,62.42
5469,ffffffff,1,-141.61,11.44
5470,ffffffff,1,-128.49,-17.45
5471,ffffffff,1,-145.9,20.1
5472,ffffffff,1,152.85,64.75
5473,ffffffff,1,169.66,61.1
5474,ffffffff,1,-149.23,26.24
5475,ffffffff,1,164.36,62.54
5476,ffffffff,1,164.36,62.54
5477,ffffffff,1,169.2,61.12
5478,ffffffff,1,169.2,61.12
5479,ffffffff,1,62.59,36.35
5480,ffffffff,1,177.95,57.76
5481,ffffffff,1,172.54,59.86
5482,ffffffff,1,-135.5,-2.81
5483,ffffffff,1,154.47,64.15
5484,ffffffff,1,-152.75,31.32
5485,ffffffff,1,-147.48,22.29
5486,ffffffff,1,-137.32,1.19
5487,ffffffff,1,-166.55,47.54
5488,ffffffff,1,-138.57,3.78
5489,ffffffff,1,-147.73,22.15
5490,ffffffff,1,142,65.06
5491,ffffffff,1,-124.24,-25.68
5492,ffffffff,1,77.91,51.16
5493,ffffffff,1,109.91,63.3
5494,ffffffff,1,-142.3,11.06
5495,ffffffff,1,-140.2,6.57
5496,ffffffff,1,-171.32,50.45
5497,ffffffff,1,-153.13,30.63
5498,ffffffff,1,-140.31,6.72
5499,ffffffff,1,-154.5,32.6
5500,ffffffff,1,-134.22,-6.33
5501,ffffffff,1,-173.72,51.97
5502,ffffffff,1,162.26,61.82
5503,ffffffff,1,-159.48,39.15
5504,ffffffff,1,-155.73,34.29
5505,ffffffff,1,140.62,64.78
5506,ffffffff,1,140.62,64.78
5507,ffffffff,1,158.49,62.6
5508,ffffffff,1,-146.62,19.2
5509,ffffffff,1,-144.22,14.46
5510,ffffffff,1,127.17,64.79
5511,ffffffff,1,-175.28,52.68
5512,ffffffff,1,165.45,60.79
5513,ffffffff,1,-155.89,34.03
5514,ffffffff,1,-153.34,30.32
5515,ffffffff,1,-138.61,2.58
5516,ffffffff,1,-153.15,29.87
5517,ffffffff,1,-152.88,29.36
5518,ffffffff,1,-161.92,41.05
5519,ffffffff,1,-147.72,20.53
5520,ffffffff,1,-131.56,-12.39
5521,ffffffff,1,-154.59,31.28
5522,ffffffff,1,-173,50.25
5523,ffffffff,1,-161.3,39.78
5524,ffffffff,1,146.46,63.58
5525,ffffffff,1,-126.84,-21.37
5526,ffffffff,1,-152.65,27.97
5527,ffffffff,1,-135.83,-4.01
5528,ffffffff,1,-144.9,14.11
5529,ffffffff,1,116.22,63.12
5530,ffffffff,1,-160.31,38.07
5531,ffffffff,1,-160.33,38.01
5532,ffffffff,1,136.84,63.83
5533,ffffffff,1,100.02,59.97
5534,ffffffff,1,147.24,63.06
5535,ffffffff,1,-172.08,48.82
5536,ffffffff,1,-174.23,50.31
5537,ffffffff,1,91.57,57.1
5538,ffffffff,1,95.71,58.58
5539,ffffffff,1,-135.03,-6.06
5540,ffffffff,1,-130.14,-15.6
5541,ffffffff,1,117.52,62.99
5542,ffffffff,1,-151.67,25.45
5543,ffffffff,1,-147.93,19.11
5544,ffffffff,1,156.91,61.36
5545,ffffffff,1,-127.03,-21.25
5546,ffffffff,1,-137.82,-0.88
5547,ffffffff,1,-130.01,-16.09
5548,ffffffff,1,-155.49,30.35
5549,ffffffff,1,-150.61,22.87
5550,ffffffff,1,162.78,59.51
5551,ffffffff,1,-136.71,-3.31
5552,ffffffff,1,81.44,51.78
5553,ffffffff,1,156.45,60.93
5554,ffffffff,1,-164.34,40.88
5555,ffffffff,1,-131.08,-14.23
5556,ffffffff,1,-141.28,5.56
5557,ffffffff,1,-126.17,-22.82
5558,ffffffff,1,-150.53,22.27
5559,ffffffff,1,-143.63,9.9
5560,ffffffff,1,-142.01,6.71
5561,ffffffff,1,-147.79,17.34
5562,ffffffff,1,-151.34,23.25
5563,ffffffff,1,67.35,40.5
5564,ffffffff,1,-165.35,40.92
5565,ffffffff,1,-153.44,26.16
5566,ffffffff,1,-143.4,8.91
5567,ffffffff,1,164.31,58.32
5568,ffffffff,1,-158.24,32.7
5569,ffffffff,1,128.64,62.57
5570,ffffffff,1,-171.73,46.27
5571,ffffffff,1,-146.25,13.91
5572,ffffffff,1,-147.89,16.72
5573,ffffffff,1,-176.13,49.22
5574,ffffffff,1,151.2,60.93
5575,ffffffff,1,160.78,59
5576,ffffffff,1,-146.87,14.75
5577,ffffffff,1,-154.61,27.28
5578,ffffffff,1,-165.93,40.9
5579,ffffffff,1,-149.05,18.43
5580,ffffffff,1,-146.39,13.81
5581,ffffffff,1,95.35,57.17
5582,ffffffff,1,-166.11,40.8
5583,ffffffff,1,-171.56,45.51
5584,ffffffff,1,177.86,52.07
5585,ffffffff,1,-149.31,18.08
5586,ffffffff,1,-168.87,42.51
5587,ffffffff,1,-151.45,21.19
5588,ffffffff,1,114.34,60.77
5589,ffffffff,1,75.13,46.53
5590,ffffffff,1,-174.4,46.72
5591,ffffffff,1,-155.1,26.53
5592,ffffffff,1,149.72,60.22
5593,ffffffff,1,-136.91,-4.84
5594,ffffffff,1,-177.28,48.48
5595,ffffffff,1,-152.6,22.54
5596,ffffffff,1,61.51,33.56
5597,ffffffff,1,99.81,57.71
5598,ffffffff,1,-133.13,-11.77
5599,ffffffff,1,-174.49,46.28
5600,ffffffff,1,143.75,60.66
5601,ffffffff,1,179.93,49.79
5602,ffffffff,1,112.38,60.04
5603,ffffffff,1,-157.22,28.62
5604,ffffffff,1,-148.45,15.32
5605,ffffffff,1,-145.33,9.93
5606,ffffffff,1,-145.33,9.93
5607,ffffffff,1,-148.44,15.08
5608,ffffffff,1,81.74,50.23
5609,ffffffff,1,122.79,60.85
5610,ffffffff,1,175.49,51.74
5611,ffffffff,1,-136.58,-6.09
5612,ffffffff,1,104.67,58.43
5613,ffffffff,1,124.11,60.82
5614,ffffffff,1,-157.27,27.98
5615,ffffffff,1,-151.19,19.1
5616,ffffffff,1,139.68,60.47
5617,ffffffff,1,-144.63,7.97
5618,ffffffff,1,99.64,57.06
5619,ffffffff,1,-154.3,23.6
5620,ffffffff,1,-159.86,30.99
5621,ffffffff,1,-135.8,-7.73
5622,ffffffff,1,-164,35.62
5623,ffffffff,1,-137.55,-4.76
5624,ffffffff,1,-149.18,15.22
5625,ffffffff,1,-148.04,13.22
5626,ffffffff,1,-146.8,11.13
5627,ffffffff,1,99.05,56.6
5628,ffffffff,1,-133.03,-12.73
5629,ffffffff,1,75.82,46.09
5630,ffffffff,1,120.47,59.98
5631,ffffffff,1,174.61,51.04
5632,ffffffff,1,-138.81,-2.92
5633,ffffffff,1,155.35,57.61
5634,ffffffff,1,143.55,59.48
5635,ffffffff,1,89.57,53.21
5636,ffffffff,1,-150.48,16.55
5637,ffffffff,1,-141.96,2.27
5638,ffffffff,1,140.69,59.5
5639,ffffffff,1,163.56,55.04
5640,ffffffff,1,142.97,59.24
5641,ffffffff,1,-157.87,26.96
5642,ffffffff,1,-147.22,10.88
5643,ffffffff,1,-147.21,10.89
5644,ffffffff,1,-134.6,-10.52
5645,ffffffff,1,-138.87,-3.34
5646,ffffffff,1,-145.46,7.89
5647,ffffffff,1,-145.46,7.88
5648,ffffffff,1,96.43,55.29
5649,ffffffff,1,-143.76,4.98
5650,ffffffff,1,-145.81,8.29
5651,ffffffff,1,-147.83,11.43
5652,ffffffff,1,-162.69,32
5653,ffffffff,1,-152.53,18.51
5654,ffffffff,1,153.68,56.76
5655,ffffffff,1,-160.01,28.47
5656,ffffffff,1,-163.03,31.96
5657,ffffffff,1,-159.19,27.38
5658,ffffffff,1,-158.69,26.61
5659,ffffffff,1,153.06,56.71
5660,ffffffff,1,-155.5,22.15
5661,ffffffff,1,-139.68,-2.84
5662,ffffffff,1,-164.68,33.26
5663,ffffffff,1,-146.37,8.11
5664,ffffffff,1,-139.69,-2.91
5665,ffffffff,1,146.44,57.66
5666,ffffffff,1,-138.35,-5.2
5667,ffffffff,1,-149.98,13.66
5668,ffffffff,1,-148.9,11.97
5669,ffffffff,1,-175.07,42.4
5670,ffffffff,1,-140.89,-1.12
5671,ffffffff,1,-135.71,-9.55
5672,ffffffff,1,74.63,44.3
5673,ffffffff,1,117.41,58.32
5674,ffffffff,1,129.81,58.74
5675,ffffffff,1,173.54,49.21
5676,ffffffff,1,134.84,58.52
5677,ffffffff,1,110.3,57.34
5678,ffffffff,1,-161.76,29.34
5679,ffffffff,1,178.68,46.23
5680,ffffffff,1,-140.13,-2.64
5681,ffffffff,1,126.88,58.43
5682,ffffffff,1,-150.56,13.81
5683,ffffffff,1,-146.86,8.05
5684,ffffffff,1,-136.51,-8.63
5685,ffffffff,1,-172.02,39.23
5686,ffffffff,1,-156.96,22.88
5687,ffffffff,1,-150.85,13.95
5688,ffffffff,1,-156.46,21.91
5689,ffffffff,1,-153.07,16.96
5690,ffffffff,1,178.98,45.19
5691,ffffffff,1,75.42,44.33
5692,ffffffff,1,150.07,55.89
5693,ffffffff,1,73.85,43.21
5694,ffffffff,1,176.32,46.46
5695,ffffffff,1,-151.32,13.82
5696,ffffffff,1,-151.3,13.71
5697,ffffffff,1,-152.75,15.81
5698,ffffffff,1,-147.34,7.67
5699,ffffffff,1,-147.1,7.37
5700,ffffffff,1,-140.49,-3.07
5701,ffffffff,1,-165.78,32.01
5702,ffffffff,1,128.42,57.6
5703,ffffffff,1,-167.81,33.98
5704,ffffffff,1,-141.25,-1.96
5705,ffffffff,1,-153.96,17.39
5706,ffffffff,1,-179.53,43.45
5707,ffffffff,1,-176.23,41.06
5708,ffffffff,1,-149.23,10.32
5709,ffffffff,1,133.79,57.33
5710,ffffffff,1,177.1,45.45
5711,ffffffff,1,142.17,56.43
5712,ffffffff,1,-153.84,16.75
5713,ffffffff,1,-136.49,-9.61
5714,ffffffff,1,71.28,41.04
5715,ffffffff,1,95.04,52.77
5716,ffffffff,1,106.99,55.55
5717,ffffffff,1,161.91,51.83
5718,ffffffff,1,127.64,57.12
5719,ffffffff,1,-152.42,14.23
5720,ffffffff,1,-171.02,35.9
5721,ffffffff,1,178.36,43.82
5722,ffffffff,1,-153.39,15.45
5723,ffffffff,1,-172.84,37.34
5724,ffffffff,1,-153.09,14.96
5725,ffffffff,1,-138.75,-6.57
5726,ffffffff,1,115.57,56.36
5727,ffffffff,1,132.46,56.73
5728,ffffffff,1,132.46,56.73
5729,ffffffff,1,-127.02,-23.02
5730,ffffffff,1,-133.85,-14.01
5731,ffffffff,1,82.02,47.09
5732,ffffffff,1,105.92,54.73
5733,ffffffff,1,119.61,56.31
5734,ffffffff,1,119.66,56.31
